transmission,mileage,tax,mpg,fuel type,engine size,price_cad,car_age
Automatic,25448.0,125.0,51.4,Petrol,2.0,31278.16,10.0
Semi-Auto,17000.0,145.0,67.3,Diesel,2.1,42870.16,8.0
Automatic,2206.0,145.0,61.4,Diesel,2.0,57958.16,7.0
Automatic,4951.0,145.0,64.2,Diesel,2.0,55108.0,7.0
Automatic,999.0,145.0,46.3,Petrol,1.5,58510.16,7.0
Automatic,40997.0,125.0,60.1,Diesel,2.1,29421.600000000002,12.0
Automatic,24863.0,145.0,50.4,Petrol,2.0,34958.16,8.0
Semi-Auto,14389.0,145.0,67.3,Diesel,2.1,41574.8,8.0
Semi-Auto,79216.0,145.0,53.3,Diesel,2.1,18933.600000000002,12.0
Semi-Auto,58724.0,145.0,53.3,Diesel,2.1,19688.0,11.0
Semi-Auto,8194.0,145.0,64.2,Diesel,2.0,43957.6,8.0
Automatic,20179.0,145.0,61.4,Diesel,2.1,34005.04,9.0
Semi-Auto,91046.0,150.0,53.3,Diesel,2.1,16101.84,13.0
Manual,42918.0,125.0,53.3,Petrol,2.0,21160.0,11.0
Automatic,32688.0,200.0,40.9,Petrol,2.0,44158.16,9.0
Semi-Auto,6155.0,145.0,61.4,Diesel,2.0,49678.16,7.0
Manual,42785.0,20.0,68.9,Diesel,2.1,27598.16,11.0
Semi-Auto,30968.0,145.0,35.3,Petrol,3.0,61638.16,9.0
Semi-Auto,9453.0,145.0,64.2,Diesel,2.1,36798.16,9.0
Automatic,40355.0,160.0,44.1,Petrol,2.0,38270.16,9.0
Automatic,999.0,145.0,51.4,Diesel,2.0,58878.16,7.0
Automatic,999.0,145.0,64.2,Diesel,2.0,58870.8,7.0
Automatic,8439.0,145.0,57.7,Diesel,2.0,53139.200000000004,7.0
Semi-Auto,36368.0,20.0,65.7,Diesel,2.1,28428.0,9.0
Automatic,13071.0,145.0,46.3,Petrol,1.5,36790.8,7.0
Semi-Auto,6805.0,145.0,42.2,Petrol,2.0,58510.16,7.0
Semi-Auto,15312.0,145.0,61.4,Diesel,2.0,42862.8,7.0
Automatic,39413.0,125.0,58.9,Diesel,2.1,33778.72,9.0
Automatic,2900.0,145.0,51.4,Diesel,2.0,57056.560000000005,7.0
Automatic,1664.0,145.0,61.4,Diesel,2.0,55021.520000000004,7.0
Semi-Auto,4374.0,145.0,46.3,Petrol,1.5,42310.8,7.0
Automatic,2065.0,145.0,64.2,Diesel,2.0,56754.8,7.0
Automatic,168.0,145.0,29.7,Petrol,3.0,86029.2,7.0
Automatic,1550.0,145.0,64.2,Diesel,2.0,56442.0,7.0
Semi-Auto,43559.0,20.0,64.2,Diesel,2.1,29835.600000000002,10.0
Semi-Auto,14203.0,145.0,46.3,Petrol,1.5,35684.96,7.0
Semi-Auto,18998.0,150.0,49.6,Petrol,2.0,40470.8,10.0
Semi-Auto,32000.0,30.0,61.4,Diesel,2.1,35962.8,9.0
Semi-Auto,30000.0,150.0,65.7,Diesel,1.6,34500.0,9.0
Semi-Auto,14800.0,125.0,58.9,Diesel,2.1,38630.8,9.0
Manual,15000.0,20.0,68.9,Diesel,2.1,31270.800000000003,11.0
Semi-Auto,23479.0,145.0,42.2,Petrol,2.0,43957.6,9.0
Automatic,36077.0,30.0,64.2,Diesel,2.1,33578.16,10.0
Semi-Auto,30200.0,145.0,67.3,Diesel,2.1,41361.36,9.0
Automatic,11135.0,145.0,44.1,Petrol,1.5,43838.0,7.0
Semi-Auto,69791.0,0.0,74.3,Hybrid,2.1,33070.32,9.0
Semi-Auto,28500.0,20.0,64.2,Diesel,2.1,31263.440000000002,10.0
Semi-Auto,2055.0,145.0,30.4,Petrol,3.0,71016.64,7.0
Automatic,12585.0,145.0,64.2,Diesel,2.0,52222.880000000005,7.0
Automatic,14923.0,145.0,58.9,Diesel,2.0,45311.840000000004,7.0
Automatic,5044.0,145.0,61.4,Diesel,2.0,53168.64,7.0
Automatic,4368.0,145.0,44.1,Petrol,1.5,43240.0,8.0
Automatic,12725.0,145.0,45.6,Petrol,1.5,49670.8,7.0
Automatic,15922.0,145.0,60.1,Diesel,2.1,39560.0,8.0
Automatic,14788.0,145.0,46.3,Petrol,1.5,45540.0,8.0
Automatic,7546.0,145.0,44.1,Petrol,2.0,58236.0,7.0
Automatic,15500.0,20.0,65.7,Diesel,2.1,32660.0,9.0
Semi-Auto,17560.0,145.0,49.6,Petrol,2.0,36790.8,10.0
Automatic,6902.0,145.0,45.6,Petrol,1.5,48760.0,7.0
Automatic,38545.0,145.0,35.3,Petrol,3.0,58313.280000000006,9.0
Semi-Auto,26673.0,20.0,67.3,Diesel,2.1,42318.16,10.0
Semi-Auto,11209.0,145.0,56.5,Diesel,2.0,49670.8,8.0
Automatic,20362.0,145.0,65.7,Diesel,2.1,42310.8,9.0
Automatic,14952.0,145.0,42.2,Petrol,2.0,44150.8,9.0
Semi-Auto,12505.0,125.0,60.1,Diesel,2.1,37710.8,9.0
Semi-Auto,28304.0,30.0,65.7,Diesel,1.6,30350.800000000003,10.0
Semi-Auto,13400.0,125.0,51.4,Petrol,2.0,37710.8,9.0
Automatic,5999.0,145.0,44.1,Petrol,2.0,57547.840000000004,7.0
Automatic,11847.0,145.0,57.7,Diesel,2.0,51210.880000000005,8.0
Automatic,67665.0,145.0,64.2,Diesel,2.1,29811.68,9.0
Automatic,58687.0,145.0,64.2,Diesel,2.1,30253.280000000002,9.0
Automatic,4216.0,145.0,44.1,Petrol,2.0,58236.0,7.0
Automatic,15664.0,125.0,51.4,Petrol,2.0,40020.0,10.0
Semi-Auto,47334.0,30.0,64.2,Diesel,2.1,16543.440000000002,13.0
Semi-Auto,32434.0,150.0,64.2,Diesel,2.1,30343.440000000002,9.0
Semi-Auto,2000.0,145.0,46.3,Petrol,1.5,47278.8,7.0
Semi-Auto,100.0,145.0,53.3,Diesel,2.0,55198.16,6.0
Automatic,16132.0,145.0,57.7,Diesel,2.0,49109.6,8.0
Automatic,13275.0,145.0,58.9,Diesel,2.0,47821.6,7.0
Semi-Auto,44012.0,30.0,64.2,Diesel,2.1,29162.16,11.0
Semi-Auto,18246.0,125.0,51.4,Petrol,2.0,33118.16,10.0
Semi-Auto,11468.0,145.0,41.5,Petrol,2.0,36796.32,8.0
Automatic,43120.0,30.0,64.2,Diesel,2.1,29421.600000000002,11.0
Semi-Auto,31639.0,145.0,64.2,Diesel,2.0,40406.4,8.0
Automatic,21821.0,20.0,64.2,Diesel,2.1,31206.4,10.0
Semi-Auto,49910.0,125.0,60.1,Diesel,2.1,32091.440000000002,11.0
Semi-Auto,13500.0,145.0,35.3,Petrol,3.0,58403.44,9.0
Semi-Auto,66419.0,165.0,44.1,Petrol,1.6,18383.440000000002,13.0
Semi-Auto,13852.0,145.0,61.4,Diesel,2.0,46224.48,7.0
Automatic,36047.0,145.0,61.4,Diesel,2.1,36362.08,9.0
Automatic,26723.0,145.0,65.7,Diesel,2.1,43159.04,8.0
Automatic,237.0,145.0,28.0,Petrol,4.0,125009.6,7.0
Automatic,15958.0,260.0,36.2,Petrol,3.0,50647.840000000004,9.0
Semi-Auto,46522.0,30.0,64.2,Diesel,1.6,29664.48,11.0
Automatic,7226.0,145.0,54.3,Diesel,2.0,77040.8,7.0
Semi-Auto,9443.0,125.0,51.4,Petrol,2.0,42303.44,10.0
Automatic,25048.0,145.0,36.2,Petrol,3.0,52756.48,9.0
Semi-Auto,46500.0,20.0,65.7,Diesel,2.1,23883.2,11.0
Semi-Auto,26675.0,145.0,58.9,Diesel,2.1,38621.6,9.0
Automatic,11387.0,145.0,61.4,Diesel,2.0,44141.6,8.0
Automatic,15257.0,145.0,46.3,Petrol,1.5,44141.6,7.0
Automatic,14271.0,145.0,46.3,Petrol,1.5,44141.6,7.0
Automatic,4693.0,145.0,44.1,Petrol,1.5,42853.6,7.0
Automatic,12220.0,145.0,46.3,Petrol,1.5,44141.6,8.0
Semi-Auto,17743.0,145.0,54.3,Diesel,2.0,53341.600000000006,7.0
Automatic,8400.0,145.0,57.7,Diesel,2.0,51501.600000000006,8.0
Semi-Auto,12043.0,145.0,56.5,Diesel,2.0,49661.6,7.0
Automatic,12298.0,145.0,45.6,Petrol,1.5,47821.6,8.0
Automatic,12986.0,145.0,57.7,Diesel,2.0,55181.600000000006,7.0
Semi-Auto,51300.0,30.0,64.2,Diesel,2.1,33101.6,10.0
Semi-Auto,19627.0,145.0,50.4,Petrol,2.0,33101.6,9.0
Automatic,23183.0,145.0,58.9,Diesel,2.1,42853.6,9.0
Automatic,34587.0,30.0,65.7,Diesel,2.1,41013.6,9.0
Manual,39187.0,160.0,46.3,Petrol,1.6,18383.440000000002,13.0
Automatic,29446.0,160.0,44.8,Petrol,2.0,33103.44,10.0
Automatic,13558.0,145.0,46.3,Petrol,1.5,40538.880000000005,8.0
Semi-Auto,10025.0,145.0,44.1,Petrol,2.0,52149.28,8.0
Semi-Auto,8786.0,145.0,57.7,Diesel,2.0,52903.68,8.0
Automatic,14141.0,145.0,46.3,Petrol,1.5,44150.8,7.0
Semi-Auto,36152.0,145.0,50.4,Petrol,2.0,33670.16,9.0
Semi-Auto,13896.0,145.0,46.3,Petrol,1.5,46918.16,7.0
Automatic,5283.0,145.0,57.7,Diesel,2.0,55198.16,7.0
Semi-Auto,3218.0,145.0,58.9,Diesel,1.6,49678.16,7.0
Semi-Auto,11159.0,145.0,54.3,Diesel,2.0,56118.16,7.0
Automatic,7508.0,145.0,64.2,Diesel,2.0,47470.16,7.0
Semi-Auto,9198.0,145.0,50.4,Petrol,2.0,34958.16,9.0
Semi-Auto,4233.0,145.0,64.2,Diesel,2.0,57590.16,7.0
Semi-Auto,7945.0,145.0,44.1,Petrol,1.6,46717.6,7.0
Semi-Auto,5542.0,145.0,42.2,Petrol,1.6,44693.6,7.0
Automatic,5376.0,145.0,30.4,Petrol,3.0,66223.44,7.0
Automatic,2910.0,145.0,64.2,Diesel,2.0,65855.44,7.0
Semi-Auto,28801.0,145.0,65.7,Diesel,2.1,48745.28,8.0
Semi-Auto,1000.0,145.0,64.2,Diesel,2.0,62543.44,6.0
Semi-Auto,1000.0,145.0,55.4,Diesel,2.0,75423.44,6.0
Semi-Auto,1000.0,145.0,43.5,Petrol,2.0,64383.44,6.0
Semi-Auto,27276.0,125.0,51.4,Petrol,2.0,34474.24,11.0
Automatic,3592.0,145.0,44.1,Petrol,2.0,56105.28,7.0
Automatic,5111.0,145.0,44.1,Petrol,2.0,50813.44,7.0
Semi-Auto,49101.0,125.0,53.3,Petrol,2.0,26571.440000000002,10.0
Automatic,2638.0,145.0,45.6,Petrol,1.5,48568.64,7.0
Semi-Auto,17109.0,30.0,64.2,Diesel,2.1,39563.68,10.0
Semi-Auto,24420.0,160.0,43.5,Petrol,2.0,47714.880000000005,10.0
Semi-Auto,22914.0,145.0,35.8,Petrol,3.0,59895.68,9.0
Automatic,3010.0,145.0,57.7,Diesel,2.0,57958.16,7.0
Automatic,5184.0,145.0,44.1,Petrol,1.5,40018.16,7.0
Automatic,4505.0,145.0,61.4,Diesel,2.0,53350.8,7.0
Automatic,2077.0,145.0,65.7,Diesel,1.6,36790.8,8.0
Automatic,100.0,145.0,44.1,Petrol,1.5,68070.8,7.0
Automatic,3147.0,145.0,61.4,Diesel,2.0,68540.0,7.0
Automatic,24909.0,30.0,64.2,Diesel,1.6,30820.0,10.0
Semi-Auto,50232.0,20.0,67.3,Diesel,2.1,37701.6,9.0
Semi-Auto,800.0,145.0,29.1,Petrol,3.0,90141.6,7.0
Automatic,2600.0,145.0,51.4,Diesel,2.0,59781.600000000006,7.0
Semi-Auto,100.0,145.0,57.7,Diesel,2.0,62541.600000000006,6.0
Automatic,5000.0,145.0,44.1,Petrol,1.6,53341.600000000006,7.0
Automatic,2750.0,145.0,29.7,Petrol,3.0,85357.6,7.0
Automatic,2750.0,145.0,54.3,Diesel,2.0,69901.6,7.0
Automatic,100.0,145.0,64.2,Diesel,2.0,58861.600000000006,7.0
Automatic,13020.0,125.0,50.4,Petrol,2.0,32365.600000000002,10.0
Semi-Auto,22090.0,30.0,64.2,Diesel,2.1,32660.0,10.0
Semi-Auto,33964.0,30.0,64.2,Diesel,2.1,31022.4,9.0
Automatic,63955.0,20.0,64.2,Diesel,2.1,24104.0,11.0
Semi-Auto,37956.0,0.0,134.5,Hybrid,2.0,34960.0,10.0
Semi-Auto,17125.0,145.0,47.1,Petrol,2.0,42320.0,9.0
Semi-Auto,43288.0,150.0,60.1,Diesel,2.1,36790.8,8.0
Semi-Auto,20070.0,145.0,64.2,Diesel,2.1,34960.0,9.0
Semi-Auto,25441.0,0.0,134.5,Hybrid,2.0,34573.6,10.0
Automatic,28629.0,145.0,60.1,Diesel,2.1,34408.0,8.0
Automatic,4999.0,145.0,64.2,Diesel,2.0,58878.16,7.0
Automatic,4999.0,145.0,46.3,Petrol,1.5,57038.16,7.0
Automatic,4999.0,145.0,51.4,Diesel,2.0,59790.8,7.0
Automatic,2767.0,145.0,55.4,Diesel,2.0,59798.16,7.0
Automatic,4300.0,145.0,30.4,Petrol,3.0,71758.16,7.0
Automatic,3489.0,145.0,44.8,Petrol,1.6,52990.16,7.0
Semi-Auto,38471.0,145.0,67.3,Diesel,2.1,42310.8,9.0
Semi-Auto,14822.0,145.0,47.1,Petrol,1.5,45998.16,7.0
Automatic,11574.0,145.0,45.6,Petrol,1.5,45998.16,7.0
Automatic,25876.0,125.0,58.9,Diesel,2.1,42862.8,9.0
Semi-Auto,7992.0,145.0,57.7,Diesel,2.0,58870.8,7.0
Semi-Auto,6700.0,145.0,56.5,Diesel,2.0,53358.16,7.0
Semi-Auto,46080.0,30.0,65.7,Diesel,2.1,38884.72,10.0
Automatic,20.0,145.0,46.3,Petrol,1.5,58861.600000000006,7.0
Automatic,3000.0,145.0,61.4,Diesel,2.0,64013.600000000006,7.0
Automatic,14651.0,145.0,44.1,Petrol,1.5,43238.16,7.0
Semi-Auto,5386.0,150.0,65.7,Diesel,2.1,51503.44,8.0
Automatic,6664.0,145.0,64.2,Diesel,2.0,67695.44,7.0
Automatic,6325.0,145.0,47.1,Petrol,1.5,62173.600000000006,7.0
Automatic,3700.0,145.0,61.4,Diesel,2.0,73213.6,7.0
Automatic,1765.0,145.0,46.3,Petrol,1.5,67695.44,7.0
Semi-Auto,26483.0,125.0,60.1,Diesel,2.1,40463.44,10.0
Semi-Auto,10218.0,145.0,44.1,Petrol,1.5,43074.4,7.0
Semi-Auto,9169.0,145.0,44.1,Petrol,1.5,42780.0,7.0
Semi-Auto,1173.0,145.0,55.4,Diesel,2.0,73583.44,6.0
Automatic,13567.0,30.0,64.2,Diesel,2.1,40575.68,9.0
Semi-Auto,13919.0,145.0,61.4,Diesel,2.1,41390.8,9.0
Semi-Auto,7868.0,145.0,60.1,Diesel,1.6,47830.8,7.0
Semi-Auto,14755.0,145.0,44.1,Petrol,1.5,43976.0,7.0
Semi-Auto,1342.0,145.0,44.1,Petrol,2.0,55016.0,7.0
Semi-Auto,11838.0,145.0,30.4,Petrol,3.0,72496.0,7.0
Semi-Auto,11723.0,145.0,56.5,Diesel,2.0,50416.0,7.0
Semi-Auto,3579.0,145.0,44.1,Petrol,2.0,60536.0,7.0
Semi-Auto,3478.0,145.0,44.1,Petrol,2.0,64216.0,6.0
Manual,9870.0,20.0,70.6,Diesel,1.6,29256.0,10.0
Semi-Auto,15900.0,145.0,48.7,Petrol,2.0,38069.6,8.0
Semi-Auto,5059.0,145.0,56.5,Diesel,2.0,54786.0,7.0
Automatic,13002.0,145.0,58.9,Diesel,2.0,42239.04,7.0
Semi-Auto,12838.0,145.0,55.4,Diesel,2.0,51505.28,7.0
Semi-Auto,12695.0,145.0,44.1,Petrol,1.5,46581.44,7.0
Semi-Auto,5578.0,145.0,54.3,Diesel,1.6,49838.240000000005,7.0
Semi-Auto,6389.0,145.0,61.4,Diesel,2.0,51107.840000000004,7.0
Semi-Auto,18390.0,145.0,50.4,Petrol,2.0,34023.44,9.0
Automatic,1786.0,145.0,55.4,Diesel,2.0,55533.04,7.0
Automatic,7351.0,145.0,40.4,Petrol,2.0,43203.200000000004,8.0
Automatic,15133.0,145.0,61.4,Diesel,2.0,41727.520000000004,7.0
Semi-Auto,3299.0,145.0,44.1,Petrol,2.0,54243.200000000004,7.0
Automatic,12397.0,145.0,58.9,Diesel,2.1,45164.64,8.0
Automatic,6063.0,145.0,45.6,Petrol,1.5,44702.8,7.0
Semi-Auto,43000.0,125.0,61.4,Diesel,2.1,36790.8,9.0
Semi-Auto,20000.0,150.0,67.3,Diesel,2.1,42310.8,9.0
Semi-Auto,4510.0,145.0,61.4,Diesel,2.0,47979.840000000004,7.0
Semi-Auto,14157.0,145.0,57.7,Diesel,2.0,51284.48,8.0
Semi-Auto,6721.0,145.0,44.1,Petrol,1.5,39269.28,8.0
Semi-Auto,9156.0,145.0,64.2,Diesel,2.0,47803.200000000004,7.0
Semi-Auto,11923.0,145.0,51.4,Diesel,2.0,48355.200000000004,7.0
Semi-Auto,22000.0,145.0,55.4,Diesel,2.0,49302.8,7.0
Semi-Auto,30.0,145.0,64.2,Diesel,2.0,62550.8,6.0
Semi-Auto,14682.0,145.0,45.6,Petrol,1.5,46736.0,7.0
Semi-Auto,21481.0,145.0,46.3,Petrol,1.5,42136.0,7.0
Semi-Auto,213.0,145.0,64.2,Diesel,2.0,61456.0,6.0
Semi-Auto,1416.0,145.0,43.5,Petrol,2.0,53176.0,7.0
Semi-Auto,23831.0,145.0,60.1,Diesel,2.1,42136.0,8.0
Semi-Auto,6828.0,150.0,42.2,Petrol,2.0,55190.8,7.0
Semi-Auto,11810.0,145.0,55.4,Diesel,2.0,56874.4,7.0
Semi-Auto,26000.0,145.0,74.3,Hybrid,2.1,38623.44,9.0
Semi-Auto,12586.0,145.0,58.9,Diesel,2.1,44402.880000000005,9.0
Automatic,3498.0,145.0,64.2,Diesel,2.0,68063.44,7.0
Semi-Auto,1808.0,145.0,60.1,Diesel,1.6,52819.04,7.0
Semi-Auto,16212.0,145.0,42.2,Petrol,2.0,46739.68,9.0
Semi-Auto,21123.0,20.0,67.3,Diesel,2.1,41219.68,11.0
Automatic,20142.0,145.0,58.9,Diesel,2.1,44071.68,9.0
Semi-Auto,55877.0,125.0,60.1,Diesel,2.1,32095.120000000003,10.0
Semi-Auto,26765.0,145.0,60.1,Diesel,2.1,34408.0,8.0
Automatic,16281.0,145.0,47.1,Petrol,1.5,46820.64,7.0
Automatic,5526.0,145.0,45.6,Petrol,1.5,41296.96,7.0
Automatic,34587.0,260.0,35.3,Petrol,3.0,57669.280000000006,10.0
Automatic,23378.0,145.0,65.7,Diesel,2.1,42423.04,9.0
Automatic,33350.0,30.0,64.2,Diesel,2.1,30786.88,11.0
Automatic,11259.0,145.0,67.3,Diesel,2.1,41961.200000000004,8.0
Semi-Auto,23114.0,145.0,60.1,Diesel,2.1,39928.0,9.0
Semi-Auto,51218.0,300.0,34.5,Petrol,4.0,56083.200000000004,10.0
Semi-Auto,4462.0,145.0,29.7,Petrol,3.0,88283.2,6.0
Semi-Auto,3900.0,145.0,60.1,Diesel,2.1,41396.32,8.0
Semi-Auto,69564.0,30.0,61.4,Diesel,2.1,30271.68,10.0
Semi-Auto,25111.0,145.0,47.1,Petrol,2.0,43757.04,8.0
Semi-Auto,39000.0,30.0,62.8,Diesel,2.1,36790.8,11.0
Semi-Auto,8294.0,150.0,35.3,Petrol,3.0,64390.8,8.0
Automatic,16386.0,325.0,31.7,Petrol,4.0,79270.88,9.0
Semi-Auto,20070.0,145.0,64.2,Diesel,2.1,34960.0,9.0
Semi-Auto,24600.0,160.0,44.8,Petrol,1.6,23736.0,12.0
Semi-Auto,15935.0,145.0,61.4,Diesel,2.1,40476.32,9.0
Semi-Auto,6926.0,145.0,56.5,Diesel,2.0,49676.32,7.0
Semi-Auto,49152.0,20.0,64.2,Diesel,2.1,26676.32,12.0
Semi-Auto,24209.0,30.0,64.2,Diesel,2.1,33116.32,11.0
Semi-Auto,38195.0,145.0,64.2,Diesel,2.1,33668.32,9.0
Semi-Auto,34850.0,0.0,134.5,Hybrid,2.0,36796.32,10.0
Semi-Auto,27342.0,150.0,64.2,Diesel,2.1,30356.32,8.0
Automatic,24711.0,300.0,32.8,Petrol,4.0,69820.64,9.0
Semi-Auto,54546.0,125.0,53.3,Petrol,2.0,24678.08,10.0
Semi-Auto,23366.0,145.0,65.7,Diesel,2.1,41578.48,9.0
Automatic,38444.0,145.0,49.6,Petrol,2.0,29936.800000000003,11.0
Semi-Auto,48142.0,20.0,67.3,Diesel,2.1,40778.08,9.0
Semi-Auto,16607.0,145.0,51.4,Petrol,2.0,32533.04,9.0
Semi-Auto,32376.0,300.0,34.5,Petrol,4.0,61312.48,9.0
Semi-Auto,4128.0,145.0,61.4,Diesel,2.0,48495.04,7.0
Semi-Auto,57499.0,125.0,60.1,Diesel,2.1,27581.600000000002,12.0
Semi-Auto,51866.0,20.0,64.2,Diesel,2.1,26661.600000000002,11.0
Manual,40880.0,20.0,70.6,Diesel,1.6,25171.2,10.0
Semi-Auto,14833.0,145.0,61.4,Diesel,2.0,43221.6,7.0
Semi-Auto,30447.0,150.0,61.4,Diesel,2.1,38621.6,9.0
Semi-Auto,11773.0,150.0,49.6,Petrol,2.0,37701.6,8.0
Semi-Auto,41935.0,30.0,64.2,Diesel,2.1,34941.6,9.0
Semi-Auto,6247.0,150.0,64.2,Diesel,2.0,45061.6,7.0
Semi-Auto,14704.0,150.0,49.6,Petrol,2.0,38621.6,10.0
Automatic,1499.0,145.0,44.1,Petrol,2.0,58677.600000000006,7.0
Automatic,1499.0,145.0,54.3,Diesel,1.6,54997.600000000006,7.0
Semi-Auto,2440.0,145.0,55.4,Diesel,2.0,61621.600000000006,7.0
Semi-Auto,17635.0,20.0,67.3,Diesel,2.1,45908.0,10.0
Automatic,18199.0,125.0,61.4,Diesel,2.1,43148.0,9.0
Semi-Auto,29409.0,0.0,134.5,Hybrid,2.0,35769.6,10.0
Semi-Auto,16425.0,145.0,64.2,Diesel,1.6,36698.8,9.0
Semi-Auto,2088.0,145.0,44.1,Petrol,2.0,63029.200000000004,7.0
Automatic,2591.0,145.0,44.1,Petrol,1.5,49220.0,7.0
Automatic,7275.0,145.0,61.4,Diesel,2.0,54188.0,7.0
Manual,61633.0,125.0,53.3,Petrol,2.0,21206.0,10.0
Automatic,12605.0,145.0,61.4,Diesel,2.0,42787.36,7.0
Automatic,26367.0,145.0,48.7,Petrol,2.0,37710.8,9.0
Automatic,33384.0,125.0,60.1,Diesel,2.1,32080.4,11.0
Semi-Auto,27830.0,125.0,61.4,Diesel,2.1,42430.4,10.0
Semi-Auto,30490.0,0.0,134.5,Hybrid,2.0,34036.32,10.0
Semi-Auto,66732.0,0.0,78.5,Hybrid,2.1,27596.32,10.0
Automatic,72676.0,0.0,134.5,Hybrid,2.0,28510.800000000003,10.0
Semi-Auto,33925.0,160.0,44.8,Petrol,1.6,21896.0,13.0
Semi-Auto,3999.0,145.0,29.7,Petrol,3.0,80960.0,7.0
Semi-Auto,2105.0,145.0,61.4,Diesel,2.0,56120.0,7.0
Semi-Auto,21875.0,30.0,64.2,Diesel,1.6,32108.0,10.0
Manual,91751.0,20.0,65.7,Diesel,2.1,19778.16,10.0
Manual,42407.0,20.0,68.9,Diesel,2.1,25758.16,11.0
Semi-Auto,1998.0,145.0,54.3,Diesel,1.6,52403.200000000004,7.0
Semi-Auto,1998.0,145.0,46.3,Petrol,1.5,52403.200000000004,7.0
Semi-Auto,1998.0,145.0,47.1,Petrol,1.5,54243.200000000004,7.0
Semi-Auto,15006.0,145.0,61.4,Diesel,2.0,48723.200000000004,7.0
Semi-Auto,12436.0,145.0,47.1,Petrol,1.5,47803.200000000004,7.0
Semi-Auto,11423.0,145.0,61.4,Diesel,2.0,49643.200000000004,7.0
Semi-Auto,12810.0,145.0,45.6,Petrol,1.5,47803.200000000004,7.0
Semi-Auto,26119.0,145.0,61.4,Diesel,2.1,36763.200000000004,8.0
Semi-Auto,4833.0,145.0,60.1,Diesel,1.6,51483.200000000004,7.0
Semi-Auto,8223.0,145.0,61.4,Diesel,2.1,45264.0,8.0
Semi-Auto,14402.0,145.0,61.4,Diesel,2.0,43203.200000000004,7.0
Semi-Auto,14314.0,30.0,65.7,Diesel,1.6,30709.600000000002,10.0
Automatic,5762.0,145.0,45.6,Petrol,1.5,43790.16,7.0
Semi-Auto,5628.0,150.0,60.1,Diesel,2.1,39190.16,8.0
Semi-Auto,21000.0,30.0,64.2,Diesel,2.1,36422.8,9.0
Semi-Auto,36814.0,145.0,48.7,Petrol,2.0,36790.8,9.0
Semi-Auto,50446.0,30.0,65.7,Diesel,1.6,28389.36,10.0
Automatic,4999.0,145.0,64.2,Diesel,2.0,54270.8,7.0
Semi-Auto,13457.0,30.0,64.2,Diesel,2.1,40470.8,10.0
Semi-Auto,6447.0,145.0,64.2,Diesel,2.0,49670.8,7.0
Semi-Auto,33593.0,30.0,64.2,Diesel,2.1,31278.16,12.0
Semi-Auto,37890.0,30.0,64.2,Diesel,2.1,34590.16,11.0
Semi-Auto,68422.0,30.0,64.2,Diesel,2.1,24821.600000000002,12.0
Semi-Auto,41842.0,145.0,56.5,Diesel,2.1,18381.600000000002,13.0
Semi-Auto,46430.0,150.0,61.4,Diesel,2.1,34021.6,9.0
Semi-Auto,41841.0,145.0,56.5,Diesel,2.1,18381.600000000002,13.0
Semi-Auto,68422.0,30.0,64.2,Diesel,2.1,24821.600000000002,12.0
Semi-Auto,4504.0,145.0,30.4,Petrol,3.0,73600.0,7.0
Semi-Auto,1998.0,145.0,47.1,Petrol,1.5,55163.200000000004,7.0
Semi-Auto,10795.0,145.0,45.6,Petrol,1.5,45411.200000000004,7.0
Semi-Auto,13253.0,145.0,61.4,Diesel,2.0,38603.200000000004,7.0
Semi-Auto,7721.0,145.0,44.1,Petrol,2.0,49680.0,7.0
Semi-Auto,7442.0,145.0,44.1,Petrol,1.5,42283.200000000004,7.0
Semi-Auto,13983.0,145.0,35.3,Petrol,3.0,62523.200000000004,8.0
Manual,41814.0,30.0,65.7,Diesel,1.6,27029.600000000002,9.0
Automatic,6052.0,145.0,54.3,Diesel,2.0,54272.64,7.0
Semi-Auto,10441.0,145.0,45.6,Petrol,1.5,44150.8,7.0
Automatic,2177.0,145.0,47.1,Petrol,1.5,47470.16,7.0
Automatic,860.0,145.0,46.3,Petrol,1.5,56854.16,7.0
Automatic,2646.0,145.0,47.1,Petrol,1.5,52438.16,7.0
Automatic,1676.0,145.0,51.4,Diesel,2.0,54278.16,7.0
Automatic,1812.0,145.0,46.3,Petrol,1.5,56670.16,7.0
Automatic,1097.0,145.0,51.4,Diesel,2.0,58878.16,7.0
Automatic,1566.0,145.0,60.1,Diesel,1.6,48942.16,7.0
Semi-Auto,5110.0,145.0,42.2,Petrol,2.0,58878.16,7.0
Automatic,1142.0,145.0,44.1,Petrol,2.0,52070.16,7.0
Automatic,584.0,145.0,53.3,Diesel,2.0,51520.0,7.0
Automatic,1196.0,145.0,46.3,Petrol,1.5,49680.0,7.0
Semi-Auto,19.0,145.0,64.2,Diesel,2.0,57923.200000000004,6.0
Semi-Auto,1989.0,145.0,64.2,Diesel,2.0,56083.200000000004,6.0
Semi-Auto,2317.0,145.0,29.4,Petrol,3.0,76360.0,7.0
Semi-Auto,1752.0,145.0,29.7,Petrol,3.0,81843.2,7.0
Semi-Auto,39025.0,125.0,51.4,Petrol,2.0,33083.200000000004,10.0
Semi-Auto,38546.0,30.0,62.8,Diesel,2.1,32163.2,9.0
Semi-Auto,3891.0,145.0,44.1,Petrol,1.5,36763.200000000004,8.0
Semi-Auto,16419.0,30.0,64.2,Diesel,2.1,35843.200000000004,9.0
